filename,content,type
speaker00034_F_s2_stn00152.lab,往自己脸上贴金,Sentence
speaker00034_F_s2_stn00058.lab,曾非常自信地说,Sentence
speaker00034_F_s1_stn00101.lab,意思是这儿为羚羊最早出没的地方,Sentence
speaker00034_F_s2_stn00048.lab,对经济的发展就很有利,Sentence
speaker00034_F_s1_stn00069.lab,旅游资源丰富,Sentence
speaker00034_F_s1_stn00137.lab,他们还组织庞大的远洋捕捞船队,Sentence
speaker00034_F_s2_stn00045.lab,每个交易日平均逾二亿股,Sentence
speaker00034_F_s1_stn00082.lab,公司发行的股份除由发起人认购外,Sentence
speaker00034_F_s2_stn00149.lab,拓宽资金渠道,Sentence
speaker00034_F_s3_stn00085.lab,人民现在为什么拥护我们,Sentence
speaker00034_F_s3_stn00133.lab,可演奏大型交响乐作品,Sentence
speaker00034_F_s3_stn00110.lab,二农村村民,Sentence
speaker00034_F_s1_stn00014.lab,u（乌）,Monophthong
speaker00034_F_s2_stn00112.lab,我们积极参加亚太经济合作组织的合作,Sentence
speaker00034_F_s2_stn00137.lab,中国向日本出口服装额增长了百分之五十点一,Sentence
speaker00034_F_s2_stn00122.lab,从一九九零年起,Sentence
speaker00034_F_s2_stn00075.lab,药业发展很快,Sentence
speaker00034_F_s1_stn00018.lab,e（鹅）,Monophthong
speaker00034_F_s3_stn00075.lab,擦窗而过的利石随时都会伸出魔掌,Sentence
speaker00034_F_s1_stn00085.lab,全年查处治安案件十七万多起,Sentence
speaker00034_F_s2_stn00013.lab,今年全系统第三产业利润达一点四五亿元,Sentence
speaker00034_F_s2_stn00067.lab,一幢幢式样别致的高楼大厦别墅住宅,Sentence
speaker00034_F_s2_stn00035.lab,从改造前的年销售额二亿元,Sentence
speaker00034_F_s1_stn00030.lab,叠（die）,Monosyllables
speaker00034_F_s2_stn00143.lab,才溪每年要吃十五万公斤国家返销粮,Sentence
speaker00034_F_s1_stn00131.lab,当前的信访举报工作具有以下特点,Sentence
speaker00034_F_s2_stn00136.lab,以聂荣臻为司令员兼政治委员,Sentence
speaker00034_F_s2_stn00020.lab,开展希望工程筹款活动,Sentence
speaker00034_F_s3_stn00135.lab,冰雪哨卡乐融融帕米尔最高的五零四二哨所,Sentence
speaker00034_F_s1_stn00051.lab,段（duan）,Monosyllables
speaker00034_F_s2_stn00088.lab,向柬埔寨提供六千七百七十万美元无息贷款,Sentence
speaker00034_F_s2_stn00070.lab,今后仍要继续坚持,Sentence
speaker00034_F_s1_stn00126.lab,却置事实于不顾,Sentence
speaker00034_F_s2_stn00114.lab,送给梁红人民币十三点五万元,Sentence
speaker00034_F_s3_stn00088.lab,忘记了寒冷疲劳和烦恼,Sentence
speaker00034_F_s2_stn00121.lab,如影响农作物抗寒冷干旱和病虫害的基因,Sentence
speaker00034_F_s2_stn00059.lab,使我难以忘怀,Sentence
speaker00034_F_s3_stn00053.lab,但条子指赞助条你们一定要写,Sentence
speaker00034_F_s3_stn00011.lab,市场的作用已经不言自明,Sentence
speaker00034_F_s3_stn00059.lab,不仅用于欢迎贵宾,Sentence
speaker00034_F_s3_stn00023.lab,陪同阿拉法特来访的巴解发言人阿什拉维说,Sentence
speaker00034_F_s1_stn00089.lab,在短暂而辉煌的生命之旅中,Sentence
speaker00034_F_s2_stn00037.lab,为了抓好儿童早期教育,Sentence
speaker00034_F_s2_stn00147.lab,维护市场经济秩序,Sentence
speaker00034_F_s1_stn00008.lab,u（乌）,Monophthong
speaker00034_F_s1_stn00006.lab,e（鹅）,Monophthong
speaker00034_F_s1_stn00041.lab,第（di）,Monosyllables
speaker00034_F_s1_stn00124.lab,国家重点项目攀钢二号高炉改建,Sentence
speaker00034_F_s1_stn00084.lab,已在一定程度上危害了我国的经济建设,Sentence
speaker00034_F_s1_stn00047.lab,丢（diu）,Monosyllables
speaker00034_F_s1_stn00039.lab,扥（den4）,Monosyllables
speaker00034_F_s2_stn00031.lab,工程建设速度快,Sentence
speaker00034_F_s3_stn00084.lab,其心态不免过于狭隘,Sentence
speaker00034_F_s2_stn00024.lab,你看我像做贼的人吗,Sentence
speaker00034_F_s2_stn00105.lab,公司越办越大了,Sentence
speaker00034_F_s3_stn00015.lab,在乐高积木玩具公司,Sentence
speaker00034_F_s3_stn00068.lab,有些用户要求供方撤销合同或延期发货,Sentence
speaker00034_F_s3_stn00092.lab,所以必须增派新兵力,Sentence
speaker00034_F_s2_stn00127.lab,于一九九一年八月中旬到达陕北吴起镇,Sentence
speaker00034_F_s3_stn00048.lab,既有资历又有文凭,Sentence
speaker00034_F_s1_stn00033.lab,东（dong）,Monosyllables
speaker00034_F_s3_stn00019.lab,杨尚昆对布隆迪人民在布约亚总统领导下,Sentence
speaker00034_F_s3_stn00008.lab,就颇能说明这一问题,Sentence
speaker00034_F_s3_stn00140.lab,子女都是冤家,Sentence
speaker00034_F_s3_stn00009.lab,六年来共放流大马哈鱼二百多万尾,Sentence
speaker00034_F_s2_stn00135.lab,但总的来说处于缓慢发展和停滞状态,Sentence
speaker00034_F_s1_stn00120.lab,塑料由百分之二十八降至百分之二十五,Sentence
speaker00034_F_s3_stn00046.lab,权力之间界限分明,Sentence
speaker00034_F_s3_stn00005.lab,富裕后的王廷江,Sentence
speaker00034_F_s2_stn00134.lab,完成投资二亿元,Sentence
speaker00034_F_s1_stn00070.lab,四是实行扭亏承包责任制,Sentence
speaker00034_F_s2_stn00066.lab,从毛主席周总理等中共领导人身上,Sentence
speaker00034_F_s1_stn00026.lab,第（di）,Monosyllables
speaker00034_F_s2_stn00124.lab,长期困扰企业的难题迎刃而解,Sentence
speaker00034_F_s1_stn00105.lab,热腾腾的火锅,Sentence
speaker00034_F_s3_stn00016.lab,吸鸦片烟吃白面,Sentence
speaker00034_F_s1_stn00074.lab,回忆康世恩一书,Sentence
speaker00034_F_s2_stn00038.lab,中国代表团每到一处,Sentence
speaker00034_F_s2_stn00107.lab,进行了艰苦卓绝和富有成果的斗争,Sentence
speaker00034_F_s1_stn00055.lab,等（deng）,Monosyllables
speaker00034_F_s3_stn00064.lab,姑娘却眨巴着长长的睫毛,Sentence
speaker00034_F_s1_stn00011.lab,o（哦）,Monophthong
speaker00034_F_s3_stn00057.lab,要抛却父慈母爱,Sentence
speaker00034_F_s3_stn00030.lab,颜碑复陷泥潭,Sentence
speaker00034_F_s2_stn00012.lab,正在成为我国经济新的生长点,Sentence
speaker00034_F_s1_stn00117.lab,全国社会治安形势基本是稳定的,Sentence
speaker00034_F_s2_stn00109.lab,一九九二年对华出口额为二十一亿马克,Sentence
speaker00034_F_s2_stn00016.lab,坚决持久地抓下去,Sentence
speaker00034_F_s3_stn00081.lab,形形色色商品上万种,Sentence
speaker00034_F_s3_stn00017.lab,二楼宴会厅的舞会,Sentence
speaker00034_F_s1_stn00035.lab,度（du）,Monosyllables
speaker00034_F_s3_stn00021.lab,并在黎南部被占区内的两个村庄进行搜查,Sentence
speaker00034_F_s1_stn00015.lab,v（淤）,Monophthong
speaker00034_F_s1_stn00017.lab,o（哦）,Monophthong
speaker00034_F_s3_stn00118.lab,随着网底的打开,Sentence
speaker00034_F_s1_stn00048.lab,东（dong）,Monosyllables
speaker00034_F_s1_stn00112.lab,由于澳门各界人士热烈响应,Sentence
speaker00034_F_s2_stn00027.lab,八百四十万株山楂树,Sentence
speaker00034_F_s2_stn00049.lab,一是最低限度地修改邓克尔文本,Sentence
speaker00034_F_s3_stn00074.lab,简恩贿赂丑闻就是例证,Sentence
speaker00034_F_s2_stn00036.lab,他又根据国际形势的重大变化,Sentence
speaker00034_F_s1_stn00038.lab,得（dei）,Monosyllables
speaker00034_F_s2_stn00113.lab,填补了社会主义经济理论发展史上的空白,Sentence
speaker00034_F_s1_stn00045.lab,叠（die）,Monosyllables
speaker00034_F_s2_stn00061.lab,他们为求职择业提供政策和信息服务,Sentence
speaker00034_F_s2_stn00008.lab,努力发展经济,Sentence
speaker00034_F_s3_stn00127.lab,走到一个黑洞洞的小石坑边,Sentence
speaker00034_F_s1_stn00073.lab,对国有企业产权的转让拥有最终决定权,Sentence
speaker00034_F_s1_stn00102.lab,李鹏是十月三十日下午从北京驱车到达天津的,Sentence
speaker00034_F_s3_stn00147.lab,但新的军事学说并非严格防御的,Sentence
speaker00034_F_s3_stn00040.lab,萝卜发芽率低,Sentence
speaker00034_F_s1_stn00076.lab,五十四岁的老工人刘凤岐没上过学,Sentence
speaker00034_F_s3_stn00034.lab,只需要靠平底层煤,Sentence
speaker00034_F_s2_stn00099.lab,才溪农民的人均收入达到八百三十多元,Sentence
speaker00034_F_s2_stn00034.lab,聂荣臻元帅创建晋察冀边区的卓越贡献,Sentence
speaker00034_F_s3_stn00070.lab,马克思主义哲学之所以区别于一般唯物主义,Sentence
speaker00034_F_s3_stn00129.lab,日自卫队加强武装日本每日新闻二十一日报道,Sentence
speaker00034_F_s3_stn00142.lab,奔波大洋两岸沐风栉雨绝无偏头痛的感觉,Sentence
speaker00034_F_s3_stn00063.lab,会场上形成一片诉苦声,Sentence
speaker00034_F_s3_stn00069.lab,夸夸其谈主张以血写出人民的心声,Sentence
speaker00034_F_s2_stn00072.lab,然后全家围坐吃团圆饭,Sentence
speaker00034_F_s3_stn00028.lab,报纸分别发稿,Sentence
speaker00034_F_s3_stn00024.lab,已经养成吸毒习惯的人占百分之六,Sentence
speaker00034_F_s1_stn00007.lab,i（衣）,Monophthong
speaker00034_F_s3_stn00134.lab,后者是关于邓小平对毛泽东辩证法的发展论要,Sentence
speaker00034_F_s2_stn00029.lab,面积八百五十多万平方公里,Sentence
speaker00034_F_s2_stn00083.lab,之后因费用发生纠纷,Sentence
speaker00034_F_s2_stn00146.lab,形成了一系列新的方针政策,Sentence
speaker00034_F_s3_stn00010.lab,在希腊首都雅典阿里奥斯广场一角,Sentence
speaker00034_F_s3_stn00049.lab,可以迅跑腾飞,Sentence
speaker00034_F_s3_stn00122.lab,若不是耳畔时而传来阿訇的诵经声,Sentence
speaker00034_F_s2_stn00073.lab,海地总理马尔瓦尔二十六日宣布,Sentence
speaker00034_F_s3_stn00093.lab,华容县粮农现在尊称刘凯南为贴心粮倌,Sentence
speaker00034_F_s2_stn00054.lab,从一个亏损大户到今日的千万富翁,Sentence
speaker00034_F_s2_stn00117.lab,搞好经营促推广,Sentence
speaker00034_F_s3_stn00120.lab,就可强力杀伤癌细胞,Sentence
speaker00034_F_s2_stn00081.lab,俄仍将拥有三千至三千五百枚核弹头,Sentence
speaker00034_F_s1_stn00134.lab,乌军队总人数将减至三十八万,Sentence
speaker00034_F_s2_stn00130.lab,此案审判将持续数月之久,Sentence
speaker00034_F_s3_stn00116.lab,他又称近年蔡君谟独步当世,Sentence
speaker00034_F_s3_stn00047.lab,而是浑然一体,Sentence
speaker00034_F_s1_stn00036.lab,段（duan）,Monosyllables
speaker00034_F_s1_stn00125.lab,拥有广大的读者群,Sentence
speaker00034_F_s3_stn00099.lab,东南亚人乐游云南去年一年来,Sentence
speaker00034_F_s1_stn00024.lab,扥（den4）,Monosyllables
speaker00034_F_s3_stn00119.lab,办法就是让改革的实际进展去教育人们,Sentence
speaker00034_F_s1_stn00060.lab,叠（die）,Monosyllables
speaker00034_F_s2_stn00082.lab,由于严重超载,Sentence
speaker00034_F_s3_stn00124.lab,呈悬挂外廊结构,Sentence
speaker00034_F_s1_stn00107.lab,他复出主持中央工作,Sentence
speaker00034_F_s2_stn00053.lab,曾到过美国瑞典挪威等国,Sentence
speaker00034_F_s2_stn00052.lab,从各地情况来看,Sentence
speaker00034_F_s3_stn00098.lab,扣下的连炒股赚的零头都不够呢,Sentence
speaker00034_F_s2_stn00116.lab,此次和谈分两个阶段进行,Sentence
speaker00034_F_s3_stn00139.lab,定期为电脑安装最新软件,Sentence
speaker00034_F_s2_stn00133.lab,有的地方甚至形成了专门以此为业的犯罪团伙,Sentence
speaker00034_F_s2_stn00032.lab,是国家机器的重要组成部分,Sentence
speaker00034_F_s3_stn00125.lab,眼瞧着老三也快要长大成人,Sentence
speaker00034_F_s3_stn00025.lab,发现一架运输机残骸和三具尸体遗骸,Sentence
speaker00034_F_s3_stn00079.lab,承担了从打井到铺设给排水管道,Sentence
speaker00034_F_s2_stn00126.lab,对于维护边疆的安宁和民族尊严,Sentence
speaker00034_F_s1_stn00043.lab,点（dian）,Monosyllables
speaker00034_F_s3_stn00128.lab,您的洗衣机故障问题,Sentence
speaker00034_F_s1_stn00021.lab,v（淤）,Monophthong
speaker00034_F_s1_stn00028.lab,点（dian）,Monosyllables
speaker00034_F_s1_stn00132.lab,一定要坚持马克思主义,Sentence
speaker00034_F_s2_stn00125.lab,河南省驻马店市喷灌机厂,Sentence
speaker00034_F_s2_stn00019.lab,远景储量达一万二千亿吨以上,Sentence
speaker00034_F_s3_stn00117.lab,有的学者还具体论证了维新派的近代化意识,Sentence
speaker00034_F_s2_stn00055.lab,并以流利的英语,Sentence
speaker00034_F_s2_stn00014.lab,占有较大优势,Sentence
speaker00034_F_s3_stn00105.lab,所以欧洲在领域绝对不会开放市场,Sentence
speaker00034_F_s2_stn00063.lab,不时用熟练的英语与巴尔博扎交谈,Sentence
speaker00034_F_s1_stn00140.lab,终于挖出这伙作恶多端的犯罪分子,Sentence
speaker00034_F_s1_stn00104.lab,社会主义阶段的最根本任务就是发展生产力,Sentence
speaker00034_F_s2_stn00074.lab,以色列与约旦之间的和平协议已经达成,Sentence
speaker00034_F_s2_stn00064.lab,始创于一九八六年,Sentence
speaker00034_F_s3_stn00109.lab,把安装费的百分之十四用于交际,Sentence
speaker00034_F_s3_stn00097.lab,我问会计是不是弄错了,Sentence
speaker00034_F_s2_stn00017.lab,西藏山南地区卫生局副局长白玛仁增,Sentence
speaker00034_F_s3_stn00066.lab,老虎高原彩墨画吴冠中献给大地的艺术,Sentence
speaker00034_F_s1_stn00127.lab,并游览了厦门风景区鼓浪屿,Sentence
speaker00034_F_s3_stn00038.lab,内容涉及法制军营爱情咏物,Sentence
speaker00034_F_s1_stn00044.lab,调（diao）,Monosyllables
speaker00034_F_s1_stn00095.lab,特别要克服以罚代法的倾向,Sentence
speaker00034_F_s3_stn00013.lab,帕蒂尔希望印中两国永远是朋友,Sentence
speaker00034_F_s3_stn00052.lab,去银行里随便取,Sentence
speaker00034_F_s2_stn00128.lab,占到整个农垦系统利润的百分之四十,Sentence
speaker00034_F_s1_stn00067.lab,西藏要抓好内引外联,Sentence
speaker00034_F_s1_stn00001.lab,（做吞咽动作）,Swallowing
speaker00034_F_s1_stn00066.lab,段（duan）,Monosyllables
speaker00034_F_s2_stn00006.lab,这样的人往往怀有远大理想,Sentence
speaker00034_F_s2_stn00062.lab,把烟花汇演推向了高潮,Sentence
speaker00034_F_s1_stn00013.lab,i（衣）,Monophthong
speaker00034_F_s1_stn00020.lab,u（乌）,Monophthong
speaker00034_F_s3_stn00102.lab,也还是很宽厚,Sentence
speaker00034_F_s1_stn00079.lab,在全省精神文明建设评比中,Sentence
speaker00034_F_s2_stn00007.lab,对这些方针政策做出系统的解释和回答,Sentence
speaker00034_F_s2_stn00004.lab,在文革中他第一次被打倒时就开始了,Sentence
speaker00034_F_s1_stn00010.lab,a（啊）,Monophthong
speaker00034_F_s1_stn00136.lab,都具有重要的科学意义,Sentence
speaker00034_F_s1_stn00059.lab,调（diao）,Monosyllables
speaker00034_F_s1_stn00121.lab,随着世界经济逐步趋于一体化时代的到来,Sentence
speaker00034_F_s1_stn00100.lab,风气如果坏下去,Sentence
speaker00034_F_s2_stn00150.lab,二等奖二十篇,Sentence
speaker00034_F_s2_stn00108.lab,却一直未获成功,Sentence
speaker00034_F_s2_stn00044.lab,各项改革措施的出台都不再需要进行试点,Sentence
speaker00034_F_s3_stn00123.lab,把笑星眼中的奥运明星一一展示在体育迷眼前,Sentence
speaker00034_F_s2_stn00090.lab,牛羊肉比重有所下降,Sentence
speaker00034_F_s3_stn00137.lab,一位是阿农业部林业局的总工程师伊利亚纳科,Sentence
speaker00034_F_s2_stn00119.lab,左也可以葬送社会主义,Sentence
speaker00034_F_s1_stn00077.lab,解决了烧柴难问题,Sentence
speaker00034_F_s2_stn00086.lab,就可达到预防碘缺乏病的目的,Sentence
speaker00034_F_s3_stn00029.lab,亲友扬帆远足,Sentence
speaker00034_F_s3_stn00145.lab,任大夫给她按摩后,Sentence
speaker00034_F_s1_stn00106.lab,开发与开放相结合,Sentence
speaker00034_F_s3_stn00022.lab,德国与亚洲的关系很重要,Sentence
speaker00034_F_s2_stn00120.lab,我虽不至于受宠若惊,Sentence
speaker00034_F_s1_stn00110.lab,杨继宏怀着悲痛的心情去医院看望他,Sentence
speaker00034_F_s2_stn00093.lab,外向型企业的产量不断扩大,Sentence
speaker00034_F_s2_stn00141.lab,两种文明建设一起抓,Sentence
speaker00034_F_s2_stn00144.lab,因为我知道他为写这本书,Sentence
speaker00034_F_s2_stn00050.lab,提高全民特别是领导干部的环保自觉性,Sentence
speaker00034_F_s2_stn00096.lab,由我负完全责任,Sentence
speaker00034_F_s3_stn00036.lab,岁数小的孩子还尿床,Sentence
speaker00034_F_s3_stn00012.lab,这位教练扭头走了,Sentence
speaker00034_F_s2_stn00104.lab,要说什么锦囊妙计,Sentence
speaker00034_F_s3_stn00150.lab,湛江至衡阳这趟车的乘务员历来如此,Sentence
speaker00034_F_s1_stn00109.lab,对社会主义的前途和命运进行严肃的反思,Sentence
speaker00042_F_s2_stn00051.lab,采煤作业基本在地底下,Sentence
speaker00042_F_s2_stn00010.lab,种菜业和捕鱼业发达,Sentence
speaker00042_F_s2_stn00076.lab,检验的事按程序进行,Sentence
speaker00042_F_s3_stn00143.lab,离开了十五军团,Sentence
speaker00042_F_s1_stn00027.lab,冷（leng）,Monosyllables
speaker00042_F_s3_stn00106.lab,当他们燃起篝火准备做饭时,Sentence
speaker00042_F_s2_stn00059.lab,国家也可以不控股,Sentence
speaker00042_F_s2_stn00097.lab,由于全国性地质队伍的大调整,Sentence
speaker00042_F_s1_stn00021.lab,v（淤）,Monophthong
speaker00042_F_s1_stn00037.lab,岚（lan）,Monosyllables
speaker00042_F_s2_stn00105.lab,就充满胜利信心,Sentence
speaker00042_F_s1_stn00007.lab,i（衣）,Monophthong
speaker00042_F_s1_stn00041.lab,类（lei）,Monosyllables
speaker00042_F_s3_stn00057.lab,祝盾为把这些小苗培育成材,Sentence
speaker00042_F_s1_stn00099.lab,在即将以马其顿命名的铁托广场上,Sentence
speaker00042_F_s2_stn00038.lab,作家要塑造人物形象,Sentence
speaker00042_F_s2_stn00095.lab,因此对皇太子与这个家族的人交往颇有微词,Sentence
speaker00042_F_s1_stn00114.lab,多有被抬着进来,Sentence
speaker00042_F_s1_stn00073.lab,那昼夜不息的海浪,Sentence
speaker00042_F_s3_stn00071.lab,象的牙齿一样强壮,Sentence
speaker00042_F_s2_stn00147.lab,青年男女则三三两两地走进影剧院歌舞厅,Sentence
speaker00042_F_s3_stn00022.lab,身旁站着胞妹孙立娟,Sentence
speaker00042_F_s2_stn00006.lab,为服务支援三峡对口培养人才,Sentence
speaker00042_F_s3_stn00099.lab,作者的观点也若隐若现,Sentence
speaker00042_F_s2_stn00078.lab,你应该尽全心地去爱他,Sentence
speaker00042_F_s2_stn00108.lab,这十五个中成药品是,Sentence
speaker00042_F_s3_stn00034.lab,这种既能在实践中能动地改造客体,Sentence
speaker00042_F_s2_stn00024.lab,九月十六日中午,Sentence
speaker00042_F_s3_stn00112.lab,页页写满中外人士的感言,Sentence
speaker00042_F_s3_stn00010.lab,三国戏里的曹操和董卓都是丑角,Sentence
speaker00042_F_s3_stn00031.lab,基因与吸烟基因不但能决定你是否吸烟,Sentence
speaker00042_F_s1_stn00131.lab,难怪王军霞打破世界纪录后,Sentence
speaker00042_F_s1_stn00055.lab,乐（le）,Monosyllables
speaker00042_F_s2_stn00052.lab,六十年代我们结束用洋油的历史,Sentence
speaker00042_F_s3_stn00133.lab,那样富于激励感召和教育作用,Sentence
speaker00042_F_s3_stn00092.lab,有的专营大旅游车,Sentence
speaker00042_F_s1_stn00039.lab,老（lao）,Monosyllables
speaker00042_F_s3_stn00070.lab,加速出口的十二字经营方针,Sentence
speaker00042_F_s3_stn00104.lab,谢军决心把王兵进行曲奏得更响,Sentence
speaker00042_F_s3_stn00147.lab,李瑛努力从表现现代生活出发,Sentence
speaker00042_F_s1_stn00117.lab,如今这部样机,Sentence
speaker00042_F_s1_stn00011.lab,o（哦）,Monophthong
speaker00042_F_s2_stn00111.lab,壬申年是平年,Sentence
speaker00042_F_s3_stn00049.lab,雅是个好词儿,Sentence
speaker00042_F_s1_stn00135.lab,出现了一些无法把握而又异常危险的因素,Sentence
speaker00042_F_s1_stn00106.lab,像一幅毛绒绒的水印木刻呢,Sentence
speaker00042_F_s1_stn00025.lab,乐（le）,Monosyllables
speaker00042_F_s3_stn00097.lab,写过一篇红学一家言,Sentence
speaker00042_F_s3_stn00109.lab,雄心勃勃地直追美国日本,Sentence
speaker00042_F_s1_stn00133.lab,被朋友们誉为中国经济大使,Sentence
speaker00042_F_s2_stn00031.lab,必须要有一艘坚固的航船,Sentence
speaker00042_F_s2_stn00075.lab,在清水衙门里干也有奔头儿,Sentence
speaker00042_F_s2_stn00143.lab,含镍量是六百倍,Sentence
speaker00042_F_s3_stn00003.lab,（做吞咽动作）,Swallowing
speaker00042_F_s1_stn00072.lab,与你结婚二十八年,Sentence
speaker00042_F_s1_stn00069.lab,意大利需要欧洲,Sentence
speaker00042_F_s2_stn00149.lab,怀疑是走私车,Sentence
speaker00042_F_s3_stn00007.lab,这位状元公名叫林绍棠,Sentence
speaker00042_F_s1_stn00067.lab,一放出去就会破坏计划,Sentence
speaker00042_F_s1_stn00023.lab,狼（lang）,Monosyllables
speaker00042_F_s3_stn00018.lab,山上光秃秃一片,Sentence
speaker00042_F_s2_stn00002.lab,（做吞咽动作）,Swallowing
speaker00042_F_s1_stn00085.lab,这些问题在文库编委会上想必经过反复的讨论,Sentence
speaker00042_F_s2_stn00106.lab,胜利一定是属于我们的,Sentence
speaker00042_F_s2_stn00014.lab,根据我区两旱两寒春旱秋旱,Sentence
speaker00042_F_s3_stn00075.lab,盲目疯狂地崇拜,Sentence
speaker00042_F_s1_stn00058.lab,里（li）,Monosyllables
speaker00042_F_s3_stn00146.lab,均未将减免税款单独反映,Sentence
speaker00042_F_s3_stn00150.lab,为支援小企业,Sentence
speaker00042_F_s1_stn00001.lab,（做吞咽动作）,Swallowing
speaker00042_F_s1_stn00008.lab,u（乌）,Monophthong
speaker00042_F_s1_stn00051.lab,六（liu）,Monosyllables
speaker00042_F_s2_stn00139.lab,带来了一系列恶果,Sentence
speaker00042_F_s2_stn00001.lab,（做吞咽动作）,Swallowing
speaker00042_F_s3_stn00154.lab,（做吞咽动作）,Swallowing
speaker00042_F_s2_stn00137.lab,特别是青少年观众的厚爱和欢迎其二,Sentence
speaker00042_F_s2_stn00060.lab,手捧桂冠的孙毅这样说,Sentence
speaker00042_F_s2_stn00028.lab,桥墩均已露出水面,Sentence
speaker00042_F_s2_stn00102.lab,我国的原碘主要依赖于进口,Sentence
speaker00042_F_s3_stn00024.lab,都有十分微妙的叶脉网络,Sentence
speaker00042_F_s1_stn00113.lab,温妮曼德拉当选后,Sentence
speaker00042_F_s3_stn00139.lab,熔悲喜剧于一炉,Sentence
speaker00042_F_s3_stn00035.lab,没有真情的爱是温暖不了这些幼小的心的,Sentence
speaker00042_F_s2_stn00112.lab,常常为此食不甘味寝不安眠,Sentence
speaker00042_F_s2_stn00070.lab,实在让我想不通,Sentence
speaker00042_F_s3_stn00093.lab,二点关于哲学的内容恩格斯说过,Sentence
speaker00042_F_s3_stn00060.lab,白梅曹明华几朵葵花仰着笑脸,Sentence
speaker00042_F_s3_stn00088.lab,八字没一撇就报了上去,Sentence
speaker00042_F_s2_stn00083.lab,希腊是明年欧共体的主席国,Sentence
speaker00042_F_s3_stn00013.lab,在沃尔沃汽车公司产品陈列馆里,Sentence
speaker00042_F_s1_stn00040.lab,乐（le）,Monosyllables
speaker00042_F_s2_stn00093.lab,要发一笔财呢,Sentence
speaker00042_F_s3_stn00122.lab,中央三令五申,Sentence
speaker00042_F_s1_stn00125.lab,并尊重有关安全和定居问题的协议,Sentence
speaker00042_F_s3_stn00078.lab,火苗一蹿老高,Sentence
speaker00042_F_s1_stn00026.lab,类（lei）,Monosyllables
speaker00042_F_s3_stn00001.lab,（做吞咽动作）,Swallowing
speaker00042_F_s1_stn00061.lab,两（liang）,Monosyllables
speaker00042_F_s1_stn00042.lab,冷（leng）,Monosyllables
speaker00042_F_s1_stn00092.lab,从审美的愉悦与激动中,Sentence
speaker00042_F_s1_stn00059.lab,俩（lia）,Monosyllables
speaker00042_F_s3_stn00005.lab,先后师从于聂靖宇张韶张玉明等名家,Sentence
speaker00042_F_s3_stn00086.lab,有的越南人在海外有亲戚,Sentence
speaker00042_F_s1_stn00109.lab,而是越来越兴旺,Sentence
speaker00042_F_s1_stn00022.lab,岚（lan）,Monosyllables
speaker00042_F_s1_stn00063.lab,列（lie）,Monosyllables
speaker00042_F_s2_stn00082.lab,接力棒还要继续往下传,Sentence
speaker00042_F_s3_stn00051.lab,人们行驶在拓宽后的宁芜国道上,Sentence
speaker00042_F_s3_stn00091.lab,如果用文学打比方,Sentence
speaker00042_F_s3_stn00118.lab,五华县华城镇有顺口溜曰卜引水,Sentence
speaker00042_F_s3_stn00103.lab,王西麟其人其乐雪崩熔岩,Sentence
speaker00042_F_s3_stn00083.lab,拂晓丸从横滨港启程去法国装运这批钚,Sentence
speaker00042_F_s1_stn00094.lab,于一九九零年在中国合资开了三家冶炼厂,Sentence
speaker00042_F_s2_stn00034.lab,也没有收入毛泽东论文艺,Sentence
speaker00042_F_s3_stn00012.lab,结合便是创造性的解放思想的过程,Sentence
speaker00042_F_s3_stn00080.lab,梅德森于一九九零年九月出逃南美国家乌拉圭,Sentence
speaker00042_F_s3_stn00065.lab,雨果致函巴特莱大尉为一八六一年十一月,Sentence
speaker00042_F_s2_stn00088.lab,瓦代伊恩先生告诉记者,Sentence
speaker00042_F_s2_stn00151.lab,数十只抗议小艇与保安艇则在拂晓丸周围游弋,Sentence
speaker00042_F_s2_stn00012.lab,随着这雄浑而又昂扬的旋律,Sentence
speaker00042_F_s3_stn00148.lab,运力紧张与客流量加大,Sentence
speaker00042_F_s3_stn00002.lab,（做吞咽动作）,Swallowing
speaker00042_F_s3_stn00046.lab,下身穿黑白色合织的斜纹布裤,Sentence
speaker00042_F_s1_stn00065.lab,领（ling）,Monosyllables
speaker00042_F_s3_stn00036.lab,标志着富有新厂房和旧厂房交错而立,Sentence
speaker00042_F_s1_stn00137.lab,中国十大鞋王仅有的六个皮鞋宝座,Sentence
speaker00042_F_s2_stn00122.lab,中央关心延安,Sentence
speaker00042_F_s3_stn00067.lab,或因作用发挥不了,Sentence
speaker00042_F_s3_stn00029.lab,只是从客体的或者直观的形式去理解,Sentence
speaker00042_F_s1_stn00142.lab,（做吞咽动作）,Swallowing
speaker00042_F_s2_stn00047.lab,他见已无法再隐瞒,Sentence
speaker00042_F_s3_stn00081.lab,理顺农民情绪,Sentence
speaker00042_F_s3_stn00054.lab,第一炉铁水奔突地从炉口流出,Sentence
speaker00042_F_s3_stn00141.lab,工作差错大为减少,Sentence
speaker00042_F_s3_stn00055.lab,他们正捧出明天辉煌的霞光,Sentence
speaker00042_F_s1_stn00045.lab,连（lian）,Monosyllables
speaker00042_F_s2_stn00115.lab,但由于肉类和菜都存放在冷库里,Sentence
speaker00042_F_s1_stn00028.lab,里（li）,Monosyllables
speaker00042_F_s2_stn00120.lab,重新开始全面的拨乱反正,Sentence
speaker00042_F_s1_stn00047.lab,了（liao）,Monosyllables
speaker00042_F_s1_stn00003.lab,（做吞咽动作）,Swallowing
